customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Multiple lines ,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges, Total charges ,Churn,Tenure_Group,Monthly_Charges_Group
6128-CZOMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0–12 months,30–60
9540-JYROE,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,560.8,Yes,0–12 months,60–90
9026-LHEVG,Female,0,No,No,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,40.75,366.75,No,0–12 months,30–60
2260-USTRB,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,70.2,140.4,Yes,0–12 months,60–90
3656-TKRVZ,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,166.05,Yes,0–12 months,30–60
7011-CVEUC,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,95.7,2392.5,No,25–48 months,Above 90
6185-TASNN,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,46.3,46.3,No,0–12 months,30–60
7925-PNRGI,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3658.5,No,25–48 months,60–90
8623-TMRBY,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4294.2,Yes,49–60 months,60–90
1552-CZCLL,Female,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,20.0,1100.0,No,49–60 months,Below 30
3038-PQIUY,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,66.15,2513.7,No,25–48 months,60–90
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,91.7,Yes,0–12 months,30–60
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.6,744.8,No,25–48 months,Below 30
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1693.2,No,25–48 months,30–60
2623-DRYAM,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,101.75,7122.5,No,61+ months,Above 90
9987-LUTYD,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,55.15,716.95,No,13–24 months,30–60
3208-YPIOE,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,2934.75,Yes,25–48 months,60–90
4488-KQFDT,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,103.95,6340.95,No,61+ months,Above 90
2612-RANWT,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,100.15,1201.8,Yes,0–12 months,Above 90
5693-PIPCS,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,99.65,4085.65,No,25–48 months,Above 90
0491-KAPQG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.7,1547.7,No,13–24 months,60–90
1925-LFCZZ,Male,1,No,No,55,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,50.05,2752.75,No,49–60 months,30–60
8039-EQPIM,Male,0,Yes,No,69,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,60.25,4157.25,No,61+ months,60–90
6900-PXRMS,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2749.5,Yes,25–48 months,Above 90
8707-RMEZH,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card,87.3,6023.7,No,61+ months,60–90
3346-BRMIS,Female,1,Yes,No,18,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,870.3,Yes,13–24 months,30–60
3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.25,2549.75,No,25–48 months,30–60
6479-VDGRK,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,85.3,6141.6,No,61+ months,60–90
9373-WSLOY,Male,1,Yes,No,33,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.0,1650.0,No,25–48 months,30–60
2933-FILNV,Female,0,Yes,Yes,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,48.8,Yes,0–12 months,Below 30
3569-JFODW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,90.95,6548.4,No,61+ months,Above 90
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,72.25,2673.25,No,25–48 months,60–90
9544-PYPSJ,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,96.1,5958.2,No,61+ months,Above 90
1591-XWLGB,Female,0,Yes,No,71,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,19.85,1409.35,No,61+ months,Below 30
0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,55.3,1271.9,No,13–24 months,30–60
3243-ZHOHY,Female,0,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,321.6,No,13–24 months,Below 30
5186-EJEGL,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,625.5,No,0–12 months,60–90
7527-QNRUS,Male,0,Yes,Yes,17,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.15,427.55,No,13–24 months,Below 30
9986-BONCE,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,20.95,83.8,Yes,0–12 months,Below 30
2722-JMONI,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,0–12 months,30–60
2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1911.6,No,13–24 months,60–90
3878-AVSOQ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,No,0–12 months,60–90
3258-SYSWS,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,113.8,8193.6,No,61+ months,Above 90
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Electronic check,24.55,1767.6,No,61+ months,Below 30
6319-QSUSR,Female,0,No,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,19.7,216.7,No,0–12 months,Below 30
4083-EUGRJ,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,182.25,Yes,0–12 months,Below 30
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,50.15,100.3,Yes,0–12 months,30–60
0512-FLFDW,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card,100.5,6030.0,No,49–60 months,Above 90
1771-OADNZ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2781.1,Yes,25–48 months,Above 90
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,74.45,3648.05,No,49–60 months,60–90
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3123.0,No,25–48 months,Above 90
9451-WLYRI,Female,0,Yes,No,53,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card,19.05,1009.65,No,49–60 months,Below 30
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,975.0,No,25–48 months,Below 30
1991-VOPLL,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,171.45,No,0–12 months,Below 30
9738-QLWTP,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3194.1,No,25–48 months,60–90
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,557.6,No,0–12 months,60–90
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,90.15,4597.65,No,49–60 months,Above 90
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card,25.35,1799.85,No,61+ months,Below 30
5699-BNCAS,Male,1,No,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.65,1750.15,No,61+ months,Below 30
2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,19.55,1368.5,No,61+ months,Below 30
0612-RTZZA,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,0–12 months,Below 30
8106-GWQOK,Male,0,Yes,No,38,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,60.0,2280.0,No,25–48 months,60–90
8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,89.9,2517.2,No,25–48 months,60–90
6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,19.4,620.8,No,25–48 months,Below 30
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2440.2,No,49–60 months,30–60
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,24.1,891.7,No,25–48 months,Below 30
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,542.5,No,0–12 months,30–60
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,109.9,7363.3,No,61+ months,Above 90
2259-OUUSZ,Male,0,No,No,7,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,35.5,248.5,No,0–12 months,30–60
1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,87.55,4465.05,No,49–60 months,60–90
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.15,406.35,Yes,0–12 months,30–60
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.4,795.6,No,0–12 months,60–90
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.8,203.2,No,0–12 months,30–60
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,7029.0,No,61+ months,Above 90
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,84.4,4220.0,Yes,49–60 months,60–90
7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,96.55,2317.2,No,13–24 months,Above 90
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,59.75,1314.5,No,13–24 months,30–60
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.5,4906.0,No,25–48 months,Above 90
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,24.25,800.25,No,25–48 months,Below 30
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,0–12 months,60–90
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,70.15,3788.1,Yes,49–60 months,60–90
1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.5,Yes,25–48 months,Above 90
7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.8,45.8,Yes,0–12 months,30–60
9753-OYLBX,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,No,0–12 months,Below 30
2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2112.0,No,25–48 months,60–90
6656-JWRQX,Female,0,No,No,1,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,No,0–12 months,30–60
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.9,1358.4,No,13–24 months,60–90
1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,0–12 months,Below 30
0836-SEYLU,Male,0,Yes,No,9,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,365.85,Yes,0–12 months,30–60
4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.0,4646.0,Yes,25–48 months,Above 90
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,0–12 months,60–90
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,54.5,3869.5,No,61+ months,30–60
2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,75.35,3240.05,No,25–48 months,60–90
7244-QWYHG,Male,0,Yes,No,50,No,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer,44.45,2222.5,No,49–60 months,30–60
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,975.0,Yes,13–24 months,60–90
6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer,100.0,1900.0,Yes,13–24 months,Above 90
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,98.05,4020.05,No,25–48 months,Above 90
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,0–12 months,60–90
6038-GCYEC,Female,0,No,No,24,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,54.15,1299.6,Yes,13–24 months,30–60
2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,63.9,2556.0,No,25–48 months,60–90
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,69.15,207.45,No,0–12 months,60–90
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer,64.65,2392.05,No,25–48 months,60–90
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,108.75,7286.25,Yes,61+ months,Above 90
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3163.2,No,25–48 months,Above 90
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.15,294.9,Yes,0–12 months,30–60
4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2867.2,No,25–48 months,60–90
7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4911.75,No,49–60 months,60–90
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer,70.25,2107.5,No,25–48 months,60–90
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.4,388.0,Yes,13–24 months,Below 30
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.5,661.5,No,25–48 months,Below 30
4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1583.0,Yes,13–24 months,60–90
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,180.9,No,0–12 months,Below 30
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,73.0,4964.0,No,61+ months,60–90
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,61.4,4236.6,No,61+ months,60–90
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2191.8,No,25–48 months,60–90
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,19.9,1373.1,No,61+ months,Below 30
6698-OXETB,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.4,224.4,No,0–12 months,Below 30
2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,No,0–12 months,30–60
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.45,204.5,No,0–12 months,Below 30
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer,75.75,4166.25,No,49–60 months,60–90
9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,65.4,2877.6,No,25–48 months,60–90
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.4,3698.4,Yes,25–48 months,60–90
7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,59.75,4122.75,No,61+ months,30–60
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.5,863.5,No,0–12 months,60–90
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1122.0,Yes,0–12 months,Above 90
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,48.95,1419.55,No,25–48 months,30–60
8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.65,5680.05,No,49–60 months,Above 90
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card,18.25,511.0,No,25–48 months,Below 30
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,54.55,2291.1,No,25–48 months,30–60
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,41.3,Yes,0–12 months,Below 30
8328-SKJNO,Male,0,No,Yes,23,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,40.65,934.95,No,13–24 months,30–60
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,368.1,No,13–24 months,Below 30
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,24.8,1537.6,No,61+ months,Below 30
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes,0–12 months,60–90
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,89.05,1424.8,Yes,13–24 months,60–90
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,289.8,Yes,0–12 months,Above 90
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,88.8,5949.6,No,61+ months,60–90
3635-QQRQD,Male,0,No,No,62,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,20.05,1243.1,No,61+ months,Below 30
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,104.5,5956.5,Yes,49–60 months,Above 90
2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.8,139.6,No,0–12 months,60–90
3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,77.15,1774.45,No,13–24 months,60–90
0191-EQUUH,Female,0,No,Yes,25,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,35.05,876.25,No,25–48 months,30–60
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,108.1,7783.2,No,61+ months,Above 90
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.05,168.1,No,0–12 months,60–90
2926-JEJJC,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,20.2,161.6,No,0–12 months,Below 30
8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,253.0,Yes,0–12 months,30–60
4950-BDEUX,Male,0,No,No,35,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.2,1722.0,No,25–48 months,30–60
5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Electronic check,24.6,590.4,No,13–24 months,Below 30
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,143.3,No,0–12 months,60–90
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,104.9,7552.8,No,61+ months,Above 90
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5,4366.5,No,25–48 months,Above 90
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,197.4,Yes,0–12 months,30–60
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,75.5,1963.0,No,25–48 months,60–90
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.25,659.75,Yes,0–12 months,Above 90
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,0–12 months,60–90
1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,234.0,No,0–12 months,30–60
6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,78.9,3787.2,No,25–48 months,60–90
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,187.7,Yes,0–12 months,Above 90
4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,950.4,No,0–12 months,60–90
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,109.45,6567.0,No,49–60 months,Above 90
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,59.2,3256.0,No,49–60 months,30–60
1816-FLZDK,Male,0,No,No,1,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No,0–12 months,Below 30
7096-UCLNH,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,No,0–12 months,Below 30
